x1;x2;sentence1;sentence2;y_type;y_score
;to repel;Syria denies reports of deadly Damascus nerve gas attack;US allies get help to repel Iranian computer attacks;NOALI;NIL
reports;;Syria denies reports of deadly Damascus nerve gas attack;US allies get help to repel Iranian computer attacks;NOALI;NIL
;US allies;Syria denies reports of deadly Damascus nerve gas attack;US allies get help to repel Iranian computer attacks;NOALI;NIL
;help;Syria denies reports of deadly Damascus nerve gas attack;US allies get help to repel Iranian computer attacks;NOALI;NIL
lower;higher;China stocks close lower on Friday;China stocks close higher on Wednesday;OPPO;4
close;close;China stocks close lower on Friday;China stocks close higher on Wednesday;EQUI;5
China stocks;China stocks;China stocks close lower on Friday;China stocks close higher on Wednesday;EQUI;5
on Friday;on Wednesday;China stocks close lower on Friday;China stocks close higher on Wednesday;SIMI;3
competing;;Two Santa trackers competing this Christmas;Spain turning back the clock on siestas;NOALI;NIL
;the clock;Two Santa trackers competing this Christmas;Spain turning back the clock on siestas;NOALI;NIL
;on siestas;Two Santa trackers competing this Christmas;Spain turning back the clock on siestas;NOALI;NIL
;Spain;Two Santa trackers competing this Christmas;Spain turning back the clock on siestas;NOALI;NIL
this Christmas;;Two Santa trackers competing this Christmas;Spain turning back the clock on siestas;NOALI;NIL
Two Santa trackers;;Two Santa trackers competing this Christmas;Spain turning back the clock on siestas;NOALI;NIL
;turning back;Two Santa trackers competing this Christmas;Spain turning back the clock on siestas;NOALI;NIL
says;;Mayor says 14 dead in Texas fertilizer plant blast;Rescuers search for survivors of Texas fertiliser plant blast;NOALI;NIL
;for survivors;Mayor says 14 dead in Texas fertilizer plant blast;Rescuers search for survivors of Texas fertiliser plant blast;NOALI;NIL
Mayor;;Mayor says 14 dead in Texas fertilizer plant blast;Rescuers search for survivors of Texas fertiliser plant blast;NOALI;NIL
14 dead;;Mayor says 14 dead in Texas fertilizer plant blast;Rescuers search for survivors of Texas fertiliser plant blast;NOALI;NIL
in Texas fertilizer plant blast;of Texas fertiliser plant blast;Mayor says 14 dead in Texas fertilizer plant blast;Rescuers search for survivors of Texas fertiliser plant blast;EQUI;5
;Rescuers;Mayor says 14 dead in Texas fertilizer plant blast;Rescuers search for survivors of Texas fertiliser plant blast;NOALI;NIL
;search;Mayor says 14 dead in Texas fertilizer plant blast;Rescuers search for survivors of Texas fertiliser plant blast;NOALI;NIL
;sarin gas in;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;NOALI;NIL
?;;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;NOALI;NIL
Can;;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;NOALI;NIL
;may have used;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;NOALI;NIL
chemical weapons;chemical weapons;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;EQUI;5
;says;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;NOALI;NIL
the U.S.;US;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;EQUI;5
trust;;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;NOALI;NIL
Syria;Syria;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;EQUI;5
to hand over;;Can the U.S. trust Syria to hand over chemical weapons ?;US says Syria may have used sarin gas in chemical weapons;NOALI;NIL
over prisoner swap;;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
;call;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
convene;;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
,;;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
Israelis;;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
;for internal probe;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
;Israeli lawmakers;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
Palestinians;;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
;into case;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
;of Prisoner X;Israelis , Palestinians convene over prisoner swap;Israeli lawmakers call for internal probe into case of Prisoner X;NOALI;NIL
plan;plans;CBN reiterates plan to phase out polymer notes;Nigeria announces plans to change polymer Naira notes;EQUI;5
polymer notes;polymer Naira notes;CBN reiterates plan to phase out polymer notes;Nigeria announces plans to change polymer Naira notes;SPE2;3
reiterates;announces;CBN reiterates plan to phase out polymer notes;Nigeria announces plans to change polymer Naira notes;SIMI;2
CBN;;CBN reiterates plan to phase out polymer notes;Nigeria announces plans to change polymer Naira notes;NOALI;NIL
;Nigeria;CBN reiterates plan to phase out polymer notes;Nigeria announces plans to change polymer Naira notes;NOALI;NIL
to phase out;to change;CBN reiterates plan to phase out polymer notes;Nigeria announces plans to change polymer Naira notes;SIMI;2
'';;India gang-rape victim `` struggling against the odds '';Indian rape victim dies in Singapore hospital;NOALI;NIL
``;;India gang-rape victim `` struggling against the odds '';Indian rape victim dies in Singapore hospital;NOALI;NIL
;dies;India gang-rape victim `` struggling against the odds '';Indian rape victim dies in Singapore hospital;NOALI;NIL
India gang-rape victim;Indian rape victim;India gang-rape victim `` struggling against the odds '';Indian rape victim dies in Singapore hospital;SPE1;4
;in Singapore hospital;India gang-rape victim `` struggling against the odds '';Indian rape victim dies in Singapore hospital;NOALI;NIL
against the odds;;India gang-rape victim `` struggling against the odds '';Indian rape victim dies in Singapore hospital;NOALI;NIL
struggling;;India gang-rape victim `` struggling against the odds '';Indian rape victim dies in Singapore hospital;NOALI;NIL
Yacimovich;Israel;Yacimovich urges cabinet to approve Palestinian prisoners release;Israel agrees to free 104 Palestinian prisoners;SPE1;3
Palestinian prisoners;104 Palestinian prisoners;Yacimovich urges cabinet to approve Palestinian prisoners release;Israel agrees to free 104 Palestinian prisoners;SPE2;4
to approve;agrees;Yacimovich urges cabinet to approve Palestinian prisoners release;Israel agrees to free 104 Palestinian prisoners;SIMI;4
release;to free;Yacimovich urges cabinet to approve Palestinian prisoners release;Israel agrees to free 104 Palestinian prisoners;EQUI;5
urges;;Yacimovich urges cabinet to approve Palestinian prisoners release;Israel agrees to free 104 Palestinian prisoners;NOALI;NIL
cabinet;;Yacimovich urges cabinet to approve Palestinian prisoners release;Israel agrees to free 104 Palestinian prisoners;NOALI;NIL
Israeli envoys;Israeli envoy;Israeli envoys summoned over settlement plans;Britain summons Israeli envoy over settlements;SIMI;4
;Britain;Israeli envoys summoned over settlement plans;Britain summons Israeli envoy over settlements;NOALI;NIL
over settlement plans;over settlements;Israeli envoys summoned over settlement plans;Britain summons Israeli envoy over settlements;SPE1;4
summoned;summons;Israeli envoys summoned over settlement plans;Britain summons Israeli envoy over settlements;EQUI;5
shot;;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
;who faked death;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
Man;;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
;of officer;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
in Leeds;;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
;ouster;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
;Navy panel;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
arrested;;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
after police officer;;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
;urges;Man arrested after police officer shot in Leeds;Navy panel urges ouster of officer who faked death;NOALI;NIL
in State of the Union;'s State of the Union speech;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;SPE2;2
;;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;NOALI;NIL
;What;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;NOALI;NIL
to refocus;;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;NOALI;NIL
;Factbox;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;NOALI;NIL
Obama;in Obama;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;EQUI;5
on economy;;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;NOALI;NIL
;to look for;Obama to refocus on economy in State of the Union;Factbox : What to look for in Obama 's State of the Union speech;NOALI;NIL
;;Five convicted in Kosovo organ trafficking case;Kosovo : 3 get jail time in organ trafficking case;NOALI;NIL
convicted;get jail time;Five convicted in Kosovo organ trafficking case;Kosovo : 3 get jail time in organ trafficking case;EQUI;5
Five;3;Five convicted in Kosovo organ trafficking case;Kosovo : 3 get jail time in organ trafficking case;SIMI;4
in Kosovo organ trafficking case;Kosovo in organ trafficking case;Five convicted in Kosovo organ trafficking case;Kosovo : 3 get jail time in organ trafficking case;EQUI;5
Wave of bombings;Car bombs;Wave of bombings kills 15 in Iraq;Car bombs kill at least 49 in Iraq;SPE2;3
kills;kill;Wave of bombings kills 15 in Iraq;Car bombs kill at least 49 in Iraq;EQUI;5
;at least;Wave of bombings kills 15 in Iraq;Car bombs kill at least 49 in Iraq;NOALI;NIL
15;49;Wave of bombings kills 15 in Iraq;Car bombs kill at least 49 in Iraq;SIMI;2
in Iraq;in Iraq;Wave of bombings kills 15 in Iraq;Car bombs kill at least 49 in Iraq;EQUI;5
kill;kill;Gunmen kill nine people in northwest Pakistan;Militants kill 6 soldiers in northwest Pakistan;EQUI;5
nine people;6 soldiers;Gunmen kill nine people in northwest Pakistan;Militants kill 6 soldiers in northwest Pakistan;SPE2;2
in northwest Pakistan;in northwest Pakistan;Gunmen kill nine people in northwest Pakistan;Militants kill 6 soldiers in northwest Pakistan;EQUI;5
Gunmen;Militants;Gunmen kill nine people in northwest Pakistan;Militants kill 6 soldiers in northwest Pakistan;EQUI_POL;5
after deadly Bangladesh building collapse;after Bangladesh building collapse;8 arrested after deadly Bangladesh building collapse;Workers protest after Bangladesh building collapse;SPE1;4
;Workers;8 arrested after deadly Bangladesh building collapse;Workers protest after Bangladesh building collapse;NOALI;NIL
8;;8 arrested after deadly Bangladesh building collapse;Workers protest after Bangladesh building collapse;NOALI;NIL
arrested;;8 arrested after deadly Bangladesh building collapse;Workers protest after Bangladesh building collapse;NOALI;NIL
;protest;8 arrested after deadly Bangladesh building collapse;Workers protest after Bangladesh building collapse;NOALI;NIL
Snowden;Snowden;Snowden asks to stay in Russia;Snowden releases first Russia video;EQUI;5
asks;;Snowden asks to stay in Russia;Snowden releases first Russia video;NOALI;NIL
to stay;;Snowden asks to stay in Russia;Snowden releases first Russia video;NOALI;NIL
in Russia;;Snowden asks to stay in Russia;Snowden releases first Russia video;NOALI;NIL
;releases;Snowden asks to stay in Russia;Snowden releases first Russia video;NOALI;NIL
;first Russia video;Snowden asks to stay in Russia;Snowden releases first Russia video;NOALI;NIL
Thai police;;Thai police use tear gas against protesters;Brazil leader breaks silence about protests;NOALI;NIL
tear gas;;Thai police use tear gas against protesters;Brazil leader breaks silence about protests;NOALI;NIL
;Brazil leader;Thai police use tear gas against protesters;Brazil leader breaks silence about protests;NOALI;NIL
;breaks;Thai police use tear gas against protesters;Brazil leader breaks silence about protests;NOALI;NIL
;silence;Thai police use tear gas against protesters;Brazil leader breaks silence about protests;NOALI;NIL
against protesters;about protests;Thai police use tear gas against protesters;Brazil leader breaks silence about protests;REL;2
use;;Thai police use tear gas against protesters;Brazil leader breaks silence about protests;NOALI;NIL
8;14;2 car bombs kill 8 in southern Iraq;Car bombing kills 14 in northern Iraq;SIMI;3
2 car bombs;Car bombing;2 car bombs kill 8 in southern Iraq;Car bombing kills 14 in northern Iraq;SPE1;4
in southern Iraq;in northern Iraq;2 car bombs kill 8 in southern Iraq;Car bombing kills 14 in northern Iraq;OPPO;4
kill;kills;2 car bombs kill 8 in southern Iraq;Car bombing kills 14 in northern Iraq;EQUI;5
;;Pictures of the day : 7 August 2013;Pictures of the day : 11 April 2013;NOALI;NIL
Pictures of the day;Pictures of the day;Pictures of the day : 7 August 2013;Pictures of the day : 11 April 2013;EQUI;5
;;Pictures of the day : 7 August 2013;Pictures of the day : 11 April 2013;NOALI;NIL
7 August 2013;11 April 2013;Pictures of the day : 7 August 2013;Pictures of the day : 11 April 2013;SIMI;2
's;;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;NOALI;NIL
vanishes;returned;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;OPPO;4
;safely;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;NOALI;NIL
from National Zoo;to National Zoo;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;EQUI;5
Red panda;Missing red panda;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;EQUI;5
Rusty;;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;NOALI;NIL
Where;;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;NOALI;NIL
?;;Where 's Rusty ? Red panda vanishes from National Zoo;Missing red panda returned safely to National Zoo;NOALI;NIL
6.3-magnitude earthquake;7.7-magnitude earthquake;6.3-magnitude earthquake hits Taiwan;7.7-magnitude earthquake hits SW Pakistan;SIMI;3
hits;hits;6.3-magnitude earthquake hits Taiwan;7.7-magnitude earthquake hits SW Pakistan;EQUI;5
Taiwan;SW Pakistan;6.3-magnitude earthquake hits Taiwan;7.7-magnitude earthquake hits SW Pakistan;SIMI;2
Heats Up;soar;Tech Sector Heats Up : Google and IBM Post Strong Earnings;Google shares soar past $ 1,000 on strong earnings;SIMI;4
;past $ 1,000;Tech Sector Heats Up : Google and IBM Post Strong Earnings;Google shares soar past $ 1,000 on strong earnings;NOALI;NIL
Google and IBM Post Strong Earnings;on strong earnings;Tech Sector Heats Up : Google and IBM Post Strong Earnings;Google shares soar past $ 1,000 on strong earnings;SPE1;2
;;Tech Sector Heats Up : Google and IBM Post Strong Earnings;Google shares soar past $ 1,000 on strong earnings;NOALI;NIL
Tech Sector;Google shares;Tech Sector Heats Up : Google and IBM Post Strong Earnings;Google shares soar past $ 1,000 on strong earnings;REL;3
;Italian journalist;Profiles of Kenya 's presidential candidates;Italian journalist picked as presidential candidate;NOALI;NIL
of Kenya;;Profiles of Kenya 's presidential candidates;Italian journalist picked as presidential candidate;NOALI;NIL
;picked;Profiles of Kenya 's presidential candidates;Italian journalist picked as presidential candidate;NOALI;NIL
Profiles;;Profiles of Kenya 's presidential candidates;Italian journalist picked as presidential candidate;NOALI;NIL
's presidential candidates;as presidential candidate;Profiles of Kenya 's presidential candidates;Italian journalist picked as presidential candidate;EQUI;5
in Damascus;in Iraqi capital;Car bombing kills 53 in Damascus;Car bombings kill 13 civilians in Iraqi capital;SIMI;2
Car bombing;Car bombings;Car bombing kills 53 in Damascus;Car bombings kill 13 civilians in Iraqi capital;EQUI;5
53;13 civilians;Car bombing kills 53 in Damascus;Car bombings kill 13 civilians in Iraqi capital;SPE2;2
kills;kill;Car bombing kills 53 in Damascus;Car bombings kill 13 civilians in Iraqi capital;EQUI;5
Israeli air strikes;;Syria condemns Israeli air strikes .;Series of deadly attacks strikes Iraq;NOALI;NIL
condemns;;Syria condemns Israeli air strikes .;Series of deadly attacks strikes Iraq;NOALI;NIL
.;;Syria condemns Israeli air strikes .;Series of deadly attacks strikes Iraq;NOALI;NIL
;Series;Syria condemns Israeli air strikes .;Series of deadly attacks strikes Iraq;NOALI;NIL
Syria;Iraq;Syria condemns Israeli air strikes .;Series of deadly attacks strikes Iraq;SIMI;2
;of deadly attacks;Syria condemns Israeli air strikes .;Series of deadly attacks strikes Iraq;NOALI;NIL
;strikes;Syria condemns Israeli air strikes .;Series of deadly attacks strikes Iraq;NOALI;NIL
;fire;Turkish PM urges to end protests in Istanbul;Turkish police fire teargas at protesters in Istanbul;NOALI;NIL
Turkish PM;Turkish police;Turkish PM urges to end protests in Istanbul;Turkish police fire teargas at protesters in Istanbul;SIMI;3
urges;;Turkish PM urges to end protests in Istanbul;Turkish police fire teargas at protesters in Istanbul;NOALI;NIL
protests;at protesters;Turkish PM urges to end protests in Istanbul;Turkish police fire teargas at protesters in Istanbul;SIMI;4
to end;;Turkish PM urges to end protests in Istanbul;Turkish police fire teargas at protesters in Istanbul;NOALI;NIL
;teargas;Turkish PM urges to end protests in Istanbul;Turkish police fire teargas at protesters in Istanbul;NOALI;NIL
in Istanbul;in Istanbul;Turkish PM urges to end protests in Istanbul;Turkish police fire teargas at protesters in Istanbul;EQUI;5
of San Fermin bull-running festival;San Fermin bull-running festival;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;EQUI;5
by Basque flag;;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;NOALI;NIL
briefly;;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;NOALI;NIL
view;;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;NOALI;NIL
as;;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;NOALI;NIL
delayed;;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;NOALI;NIL
obstructed;;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;NOALI;NIL
Start;starts;Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag;San Fermin bull-running festival starts;EQUI;5
;in prison;Former LAPD officer sought in Irvine slayings;Former CIA officer sentenced to 30 months in prison for info leak;NOALI;NIL
;to 30 months;Former LAPD officer sought in Irvine slayings;Former CIA officer sentenced to 30 months in prison for info leak;NOALI;NIL
Former LAPD officer;Former CIA officer;Former LAPD officer sought in Irvine slayings;Former CIA officer sentenced to 30 months in prison for info leak;SIMI;3
in Irvine slayings;;Former LAPD officer sought in Irvine slayings;Former CIA officer sentenced to 30 months in prison for info leak;NOALI;NIL
;sentenced;Former LAPD officer sought in Irvine slayings;Former CIA officer sentenced to 30 months in prison for info leak;NOALI;NIL
sought;;Former LAPD officer sought in Irvine slayings;Former CIA officer sentenced to 30 months in prison for info leak;NOALI;NIL
;for info leak;Former LAPD officer sought in Irvine slayings;Former CIA officer sentenced to 30 months in prison for info leak;NOALI;NIL
;alarming levels;Pakistan court demands ` blasphemy ' rampage answers;Pakistan-UN report reveals alarming levels of drug use;NOALI;NIL
` blasphemy ' rampage answers;;Pakistan court demands ` blasphemy ' rampage answers;Pakistan-UN report reveals alarming levels of drug use;NOALI;NIL
Pakistan court;Pakistan-UN report;Pakistan court demands ` blasphemy ' rampage answers;Pakistan-UN report reveals alarming levels of drug use;REL;2
;of drug use;Pakistan court demands ` blasphemy ' rampage answers;Pakistan-UN report reveals alarming levels of drug use;NOALI;NIL
;reveals;Pakistan court demands ` blasphemy ' rampage answers;Pakistan-UN report reveals alarming levels of drug use;NOALI;NIL
demands;;Pakistan court demands ` blasphemy ' rampage answers;Pakistan-UN report reveals alarming levels of drug use;NOALI;NIL
;Dallas;50th anniversary of JFK 's death remembered;On 50th anniversary of JFK death , Dallas holds its first memorial;NOALI;0
50th anniversary;On 50th anniversary;50th anniversary of JFK 's death remembered;On 50th anniversary of JFK death , Dallas holds its first memorial;EQUI;5
;holds;50th anniversary of JFK 's death remembered;On 50th anniversary of JFK death , Dallas holds its first memorial;NOALI;NIL
remembered;its first memorial;50th anniversary of JFK 's death remembered;On 50th anniversary of JFK death , Dallas holds its first memorial;SPE2;3
of JFK 's death;of JFK death;50th anniversary of JFK 's death remembered;On 50th anniversary of JFK death , Dallas holds its first memorial;EQUI;5
;,;50th anniversary of JFK 's death remembered;On 50th anniversary of JFK death , Dallas holds its first memorial;NOALI;0
Palestinian prisoners;of 26 Palestinian prisoners;Israel frees Palestinian prisoners;Gov ' t committee approves release of 26 Palestinian prisoners;SPE2;4
frees;approves release;Israel frees Palestinian prisoners;Gov ' t committee approves release of 26 Palestinian prisoners;SIMI;4
Israel;Gov ' t committee;Israel frees Palestinian prisoners;Gov ' t committee approves release of 26 Palestinian prisoners;SIMI;3
with Mandela family;to Mandela;Obama meets with Mandela family;Obama meets Zuma and pays tribute to Mandela;REL;3
meets;meets;Obama meets with Mandela family;Obama meets Zuma and pays tribute to Mandela;EQUI;5
;and;Obama meets with Mandela family;Obama meets Zuma and pays tribute to Mandela;NOALI;NIL
;Zuma;Obama meets with Mandela family;Obama meets Zuma and pays tribute to Mandela;NOALI;NIL
;pays tribute;Obama meets with Mandela family;Obama meets Zuma and pays tribute to Mandela;NOALI;NIL
Obama;Obama;Obama meets with Mandela family;Obama meets Zuma and pays tribute to Mandela;EQUI;5
in 3 cities;in three cities;Egypt 's leader imposes state of emergency in 3 cities;Egypt president declares state of emergency in three cities;EQUI;5
state;state;Egypt 's leader imposes state of emergency in 3 cities;Egypt president declares state of emergency in three cities;EQUI;5
Egypt 's leader;Egypt president;Egypt 's leader imposes state of emergency in 3 cities;Egypt president declares state of emergency in three cities;EQUI;5
of emergency;of emergency;Egypt 's leader imposes state of emergency in 3 cities;Egypt president declares state of emergency in three cities;EQUI;5
imposes;declares;Egypt 's leader imposes state of emergency in 3 cities;Egypt president declares state of emergency in three cities;EQUI;5
receives;Receives;EU receives Nobel Peace Prize;EU Receives 2012 Nobel Peace Prize;EQUI;5
EU;EU;EU receives Nobel Peace Prize;EU Receives 2012 Nobel Peace Prize;EQUI;5
Nobel Peace Prize;2012 Nobel Peace Prize;EU receives Nobel Peace Prize;EU Receives 2012 Nobel Peace Prize;SPE2;4
;Fugitive;Bangladesh Opposition Leader Sentenced to Death for War Crimes;Bangladesh : Fugitive Sentenced to Death by War Crimes Tribunal;NOALI;NIL
to Death;to Death;Bangladesh Opposition Leader Sentenced to Death for War Crimes;Bangladesh : Fugitive Sentenced to Death by War Crimes Tribunal;EQUI;5
;Bangladesh;Bangladesh Opposition Leader Sentenced to Death for War Crimes;Bangladesh : Fugitive Sentenced to Death by War Crimes Tribunal;NOALI;NIL
for War Crimes;by War Crimes Tribunal;Bangladesh Opposition Leader Sentenced to Death for War Crimes;Bangladesh : Fugitive Sentenced to Death by War Crimes Tribunal;REL;3
Bangladesh Opposition Leader;;Bangladesh Opposition Leader Sentenced to Death for War Crimes;Bangladesh : Fugitive Sentenced to Death by War Crimes Tribunal;NOALI;NIL
;;Bangladesh Opposition Leader Sentenced to Death for War Crimes;Bangladesh : Fugitive Sentenced to Death by War Crimes Tribunal;NOALI;NIL
Sentenced;Sentenced;Bangladesh Opposition Leader Sentenced to Death for War Crimes;Bangladesh : Fugitive Sentenced to Death by War Crimes Tribunal;EQUI;5
no casualties;None Hurt;Car bomb at Swedish consulate in Libya 's Benghazi , no casualties;Car Bomb Hits Swedish Consulate in Benghazi , None Hurt;EQUI;5
;Hits;Car bomb at Swedish consulate in Libya 's Benghazi , no casualties;Car Bomb Hits Swedish Consulate in Benghazi , None Hurt;NOALI;NIL
;,;Car bomb at Swedish consulate in Libya 's Benghazi , no casualties;Car Bomb Hits Swedish Consulate in Benghazi , None Hurt;NOALI;NIL
,;;Car bomb at Swedish consulate in Libya 's Benghazi , no casualties;Car Bomb Hits Swedish Consulate in Benghazi , None Hurt;NOALI;NIL
in Libya 's Benghazi;in Benghazi;Car bomb at Swedish consulate in Libya 's Benghazi , no casualties;Car Bomb Hits Swedish Consulate in Benghazi , None Hurt;SPE1;4
Car bomb;Car Bomb;Car bomb at Swedish consulate in Libya 's Benghazi , no casualties;Car Bomb Hits Swedish Consulate in Benghazi , None Hurt;EQUI;5
at Swedish consulate;Swedish Consulate;Car bomb at Swedish consulate in Libya 's Benghazi , no casualties;Car Bomb Hits Swedish Consulate in Benghazi , None Hurt;EQUI;5
`;;Iran hopes nuclear talks will yield ` roadmap ';Iran Nuclear Talks in Geneva Spur High Hopes;NOALI;NIL
will yield;Spur;Iran hopes nuclear talks will yield ` roadmap ';Iran Nuclear Talks in Geneva Spur High Hopes;SIMI;3
;in Geneva;Iran hopes nuclear talks will yield ` roadmap ';Iran Nuclear Talks in Geneva Spur High Hopes;NOALI;NIL
Iran nuclear talks;Iran Nuclear Talks;Iran hopes nuclear talks will yield ` roadmap ';Iran Nuclear Talks in Geneva Spur High Hopes;EQUI;5
';;Iran hopes nuclear talks will yield ` roadmap ';Iran Nuclear Talks in Geneva Spur High Hopes;NOALI;NIL
roadmap;High Hopes;Iran hopes nuclear talks will yield ` roadmap ';Iran Nuclear Talks in Geneva Spur High Hopes;REL;2
hopes;High Hopes;Iran hopes nuclear talks will yield ` roadmap ';Iran Nuclear Talks in Geneva Spur High Hopes;SPE2;4
third nuclear test;Third Nuclear Test;North Korea conducts third nuclear test;North Korea Confirms Third Nuclear Test;EQUI;5
conducts;Confirms;North Korea conducts third nuclear test;North Korea Confirms Third Nuclear Test;SIMI_FACT;3
North Korea;North Korea;North Korea conducts third nuclear test;North Korea Confirms Third Nuclear Test;EQUI;5
Hits;hits;Macau Gambling Revenue Hits Record $ 38 bn in 2012;Macau gambling revenue hits record US$ 38b in 2012;EQUI;5
in 2012;in 2012;Macau Gambling Revenue Hits Record $ 38 bn in 2012;Macau gambling revenue hits record US$ 38b in 2012;EQUI;5
Record $ 38 bn;record US$ 38b;Macau Gambling Revenue Hits Record $ 38 bn in 2012;Macau gambling revenue hits record US$ 38b in 2012;EQUI;5
Macau Gambling Revenue;Macau gambling revenue;Macau Gambling Revenue Hits Record $ 38 bn in 2012;Macau gambling revenue hits record US$ 38b in 2012;EQUI;5
NM County;Some county officials;NM County Prepares for Same-Sex Marriages Hearing;Some county officials pave the way for same-sex marriage;SPE1;3
Prepares;pave the way;NM County Prepares for Same-Sex Marriages Hearing;Some county officials pave the way for same-sex marriage;SIMI;4
for Same-Sex Marriages Hearing;for same-sex marriage;NM County Prepares for Same-Sex Marriages Hearing;Some county officials pave the way for same-sex marriage;SPE1;3
;wins;Tokyo to host 2020 Olympic Games;Tokyo wins race to host 2020 Olympics;NOALI;NIL
2020 Olympic Games;2020 Olympics;Tokyo to host 2020 Olympic Games;Tokyo wins race to host 2020 Olympics;EQUI;5
;race;Tokyo to host 2020 Olympic Games;Tokyo wins race to host 2020 Olympics;NOALI;NIL
Tokyo;Tokyo;Tokyo to host 2020 Olympic Games;Tokyo wins race to host 2020 Olympics;EQUI;5
to host;to host;Tokyo to host 2020 Olympic Games;Tokyo wins race to host 2020 Olympics;EQUI;5
Indian police;Mumbai police;Indian police round up all five suspects in Mumbai rape case;Mumbai police arrest fifth suspect in gang-rape case;SPE2;4
round up;arrest;Indian police round up all five suspects in Mumbai rape case;Mumbai police arrest fifth suspect in gang-rape case;SIMI;3
all five suspects;fifth suspect;Indian police round up all five suspects in Mumbai rape case;Mumbai police arrest fifth suspect in gang-rape case;SPE1;4
